uniqueId,name,nodeName,submittedAt,updated,started,submitterEmail,updaterEmail,displayName,location,latitude,mapLatitude,longitude,mapLongitude,mapZoom,acresBurned,county,fuelType,percentContained,costsToDate,controlStatement,conditionStatement,searchDescription,searchKeywords,externalIncidentLink,adminUnit,deleted,extinguished,archiveYear,public,active,featured,calFireIncident,final,notificationDesired,expectedContainment,evacuationZoneMap,cameraIds,structuresDestroyed,structuresDamaged,structuresThreatened,structuresEvacuated,helicopters,engines,dozers,waterTenders,airTankers,otherAssigned,personnelInvolved,crewsInvolved,civilianInjuries,civilianFatalities,firefighterInjuries,firefighterFatalities,damageInspectionMap,complexIncidentUrls,url,uniqueName,status,id,counties,geometry
f21a2739-6dd3-ef11-8eea-001dd8094b72,LAC-020388,,,2025-01-15 18:19:27+00:00,2025-01-15 18:15:08+00:00,,,LAC-020388,Los Angeles,34.59441,,-118.1205,,,0.0,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-118.12049999999999 34.59441)
ec2b8355-9dd3-ef11-8eea-001dd804aa64,LAC-020828,,,2025-01-16 00:03:44+00:00,2025-01-16 00:00:53+00:00,,,LAC-020828,Los Angeles,33.92844,,-118.2435,,,0.0,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-118.2435 33.928439999999995)
aa8c3be2-86d3-ef11-8eea-001dd804efd1,SMOKETREE,,,2025-01-15 21:53:20+00:00,2025-01-15 21:21:18+00:00,,,SMOKETREE,"21881 SMOKETREE ST ,MEAD",33.824536,,-117.28118,,,0.01,Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.28118000000002 33.824535999999995)
f84b7b8d-91d3-ef11-8eea-001dd804ee2f,LAC-020711,,,2025-01-15 22:39:25+00:00,2025-01-15 22:35:33+00:00,,,LAC-020711,Los Angeles,33.92844,,-118.2435,,,0.0,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-118.2435 33.928439999999995)
5c4bbcc9-51d3-ef11-8eea-001dd8051141,CAJALCO EXPRESSWAY / HARVILL AV,,,2025-01-15 15:09:40+00:00,2025-01-15 14:49:54+00:00,,,CAJALCO EXPRESSWAY / HARVILL AV,"23300 CAJALCO EXPRESSWAY WO 19200 HARVILL AV ,MEAD",33.841433,,-117.255615,,,0.0,Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.25561499999999 33.841433)
33a92d62-92d3-ef11-8eea-001dd804ee2f,LAC-020721,,,2025-01-15 22:45:27+00:00,2025-01-15 22:41:04+00:00,,,LAC-020721,Los Angeles,34.6202,,-117.84469,,,0.0,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.84468999999999 34.62019999999998)
b5b41bf1-7cd3-ef11-8eea-001dd804ee2f,LAC-020535,,,2025-01-15 20:11:51+00:00,2025-01-15 20:06:43+00:00,,,LAC-020535,Los Angeles,34.12926,,-117.9364,,,0.0,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.9364 34.12926)
ba82c8bd-8ed3-ef11-8eea-001dd804ee2f,LYONS,,,2025-01-15 22:23:22+00:00,2025-01-15 22:13:23+00:00,,,LYONS,Los Angeles,34.37694,,-118.5646,,,0.0,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-118.5646 34.37693999999998)
08d95bc5-51d3-ef11-8eea-001dd8094b72,CAJALCO EXPRESSWAY / HARVILL AV,,,2025-01-15 15:02:49+00:00,2025-01-15 14:49:24+00:00,,,CAJALCO EXPRESSWAY / HARVILL AV,Riverside,33.841433,,-117.255615,,,0.0,Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.25561499999999 33.841433)
0a2a1de6-a2d3-ef11-8eea-001dd8051141,I 15 N/ WINCHESTER RD OFRP,,,2025-01-16 00:43:35+00:00,2025-01-16 00:33:46+00:00,,,I 15 N/ WINCHESTER RD OFRP,"I 15 N /  WINCHESTER RD OFRP ,TEM",33.518754,,-117.160264,,,0.0,RIVERSIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.16026399999998 33.518754)
18aab4d4-6bd3-ef11-8eea-001dd804efd1,LAC-020375,,,2025-01-15 18:09:26+00:00,2025-01-15 18:06:09+00:00,,,LAC-020375,Los Angeles,34.02354,,-117.74019,,,0.0,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.74018999999998 34.02353999999999)
0f73cd91-9fd3-ef11-8eea-001dd83071fc,FA/TNR,,,2025-01-16 00:19:48+00:00,2025-01-15 21:30:43+00:00,,,FA/TNR,San Diego,32.586966,,-117.091733,,,0.01,San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.091733 32.586966)
